image,question,answer
image2663,How are the commissures stenosis?,not fused
image2663,What are heaped up within the sinuses of Valsalva?,nodular masses of calcium
image2663,Are small nests of epithelial cells and myxoid stroma forming cartilage and bone heaped up within the sinuses of Valsalva?,no
image2663,"What are not fused,  as in rheumatic aortic valve stenosis?",the commissures
image2664,"Did early (reversible) ischemic injury increase eosinophilia of cytoplasm,  and swelling of occasional cells?",no
image2664,"Does early ischemic injury show surface blebs, increase eosinophilia of cytoplasm, and swelling of occasional cells?",yes
image2664,What does ischemic injury show?,surface blebs
image2664,"What is showing increased eosinophilia of cytoplasm,  and swelling of occasional cells?",early (reversible) ischemic injury
image2665,What shows three layers in the wall of hydatid cyst?,microscopy
image2665,How many layers does microscopy show?,three
image2665,What does microscopy show?,three layers in the wall of hydatid cyst
image2665,Does icroscopy show three layers in the wall of hydatid cyst?,yes
image2665,Does irregular nuclear show three layers in the wall of hydatid cyst?,no
image2665,What shows a scolex with a row of hooklets?,inbox in the right photomicrograph
image2665,What does inbox in the right photomicrograph show?,a scolex with a row of hooklets
image2665,Does the peripheral zone show a scolex with a row of hooklets?,no
image2665,Does inbox in the right photomicrograph show a scolex with a row of hooklets?,yes
image2665,How does inbox in the right photomicrograph show a scolex?,with a row of hooklets
image2666,What are released into the cytosol?,viral rna genome
image2666,Are the granuloma released into the cytosol?,no
image2666,Are viral rna genome as well as reverse transcriptase released into the cytosol?,yes
image2666,What fuses with the plasma membrane of the host cell?,the viral envelope
image2666,Does the viral envelope fuse with the plasma membrane of the host cell?,yes
image2666,Does necrosis fuse with the plasma membrane of the host cell?,no
image2666,How does the viral envelope fuse with?,the plasma membrane of the host cell
image2666,What are viral rna genome as well as reverse transcriptase released into?,the cytosol
image2667,"What shows circumscribed, dark tan, haemorrhagic and necrotic tumour?",sectioned surface
image2667,"Does sectioned surface show circumscribed, dark tan, haemorrhagic and necrotic tumour?",yes
image2667,Is viral dna expanded in the region of epiphysis?,no
image2667,Is the end of the long bone expanded in the region of epiphysis?,yes
image2667,What is expanded in the region of epiphysis?,end of the long bone
image2667,"Does iron on absorption from upper small intestine show circumscribed, dark tan, haemorrhagic and necrotic tumour?",no
image2667,What is the end of the long bone expanded in?, region of epiphysis
image2668,"What has inflammatory cell infiltrate, newly formed blood vessels and young fibrous tissue in loose matrix?",active granulation tissue
image2668,What does ctive granulation tissue have?,inflammatory cell infiltrate
image2668,"Does bilayer lipid membrane have inflammatory cell infiltrate, newly formed blood vessels and young fibrous tissue in loose matrix?",no
image2668,"Does ctive granulation tissue have inflammatory cell infiltrate, newly formed blood vessels and young fibrous tissue in loose matrix?",yes
image2669,How does microscopic view of breast carcinoma illustrate the invasion of breast stroma and fat?,by nests and cords of tumor cells
image2669,What illustrates the invasion of breast stroma and fat by nests and cords of tumor cells?,the microscopic view of breast carcinoma
image2669,What does microscopic view of breast carcinoma illustrate?, the invasion of breast stroma and fat by nests and cords of tumor cells
image2669,Does the microscopic view of breast carcinoma illustrate the invasion of breast stroma and fat by nests and cords of tumor cells?,yes
image2669,Does the injurious stimulus illustrate the invasion of breast stroma and fat by nests and cords of tumor cells?,no
image2670,"Is the epidermis studded with 2 viral glycoproteins, gp120 and gp41, in the positions shown?",no
image2670,"Is bilayer lipid membrane studded with 2 viral glycoproteins, gp120 and gp41, in the positions shown?",yes
image2670,"What is studded with 2 viral glycoproteins, gp120 and gp41, in the positions shown?",bilayer lipid membrane
image2670,What is bilayer lipid membrane studded with?,2 viral glycoproteins
image2670,"Does the particle have core containing proteins, p24 and p18, two strands of viral rna, and enzyme reverse transcriptase?",yes
image2670,"What does the particle have containing proteins, p24 and p18, two strands of viral rna, and enzyme reverse transcriptase?",core transcriptase
image2670,"The particle has core containing proteins, p24 and p18, how many strands of viral rna, and enzyme reverse transcriptase?",two
image2670,How many strands does the particle have?,two
image2670,"What has core containing proteins, p24 and p18, two strands of viral rna, and enzyme reverse transcriptase?",the particle 
image2670,"Does the epidermis have core containing proteins, p24 and p18, two strands of viral rna, and enzyme reverse transcriptase?",no
image2671,Do these nests correspond to extent of metabolic pathway followed ADH = alcohol dehydrogenase ; ALDH or ACDH = hepatic acetaldehyde dehydrogenase ; NAD = nicotinamide adenine dinucleotide ; NADH = reduced NAD?,no
image2671,What does thickness and intensity of colour of on left side of figure correspond to?,extent of metabolic pathway
image2671,What corresponds to extent of metabolic pathway followed ADH = alcohol dehydrogenase ; ALDH or ACDH = hepatic acetaldehyde dehydrogenase ; NAD = nicotinamide adenine dinucleotide ; NADH = reduced NAD?,thickness and intensity of colour of on left side of figure
image2671,Does thickness and intensity of colour of arrows on left side of figure correspond to extent of metabolic pathway followed ADH = alcohol dehydrogenase ; ALDH or ACDH = hepatic acetaldehyde dehydrogenase ; NAD = nicotinamide adenine dinucleotide ; NADH = r,yes
image2672,What are the lesions predominantly seen in?,lymph nodes and throughout lung parenchyma
image2672,Are the lesions predominantly seen in lymph nodes and throughout lung parenchyma?,yes
image2672,What are predominantly seen in lymph nodes and throughout lung parenchyma?,the lesions
image2672,Are the nuclei predominantly seen in lymph nodes and throughout lung parenchyma?,no
image2673,Is the gallbladder mucosa infiltrated by chronic inflammatory cells?,yes
image2673,What is the gallbladder mucosa infiltrated by?,chronic inflammatory cells
image2673,What is infiltrated by chronic inflammatory cells?,the gallbladder mucosa
image2673,Is a subnodule infiltrated by chronic inflammatory cells?,no
image2674,Does a peripheral blood smear show a hyper-segmented neutrophil with a six-lobed nucleus?,yes
image2674,What shows a hyper-segmented neutrophil with a six-lobed nucleus?,a peripheral blood smear 
image2674,What does a peripheral blood smear show?,a hyper-segmented neutrophil with a six-lobed nucleus 
